uttid,wav_path,transcription,length_seconds
BAC009S0515W0252,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0252.wav,"{'uttid': 'BAC009S0515W0252', 'text': '如果管理费门槛降低', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0252.wav', 'rtf': '0.0071'}",3.178
BAC009S0225W0278,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0225W0278.wav,"{'uttid': 'BAC009S0225W0278', 'text': '他推动网络直销的模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0225W0278.wav', 'rtf': '0.0071'}",3.299
BAC009S0193W0326,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0193W0326.wav,"{'uttid': 'BAC009S0193W0326', 'text': '报废后重新大量生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0193W0326.wav', 'rtf': '0.0071'}",2.951
BAC009S0041W0139,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0041W0139.wav,"{'uttid': 'BAC009S0041W0139', 'text': '从销售业绩的压力来看', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0041W0139.wav', 'rtf': '0.0071'}",2.968
BAC009S0348W0366,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0348W0366.wav,"{'uttid': 'BAC009S0348W0366', 'text': '我们需要 JUDGE一段时间', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0348W0366.wav', 'rtf': '0.0071'}",3.482
BAC009S0363W0129,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0363W0129.wav,"{'uttid': 'BAC009S0363W0129', 'text': '这只是一种合作模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0363W0129.wav', 'rtf': '0.0071'}",3.292
BAC009S0043W0165,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0165.wav,"{'uttid': 'BAC009S0043W0165', 'text': '绿地模式是可以复制的', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0165.wav', 'rtf': '0.0071'}",2.661
BAC009S0353W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0220.wav,"{'uttid': 'BAC009S0353W0220', 'text': '校园空气质量监测方案', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0220.wav', 'rtf': '0.0071'}",2.606
BAC009S0130W0323,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0323.wav,"{'uttid': 'BAC009S0130W0323', 'text': '只能通过备份数据恢复', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0323.wav', 'rtf': '0.0071'}",2.814
BAC009S0144W0135,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0144W0135.wav,"{'uttid': 'BAC009S0144W0135', 'text': '昨天的统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0144W0135.wav', 'rtf': '0.0071'}",2.532
BAC009S0661W0294,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0661W0294.wav,"{'uttid': 'BAC009S0661W0294', 'text': '尽管特斯拉善于品牌运作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0661W0294.wav', 'rtf': '0.0071'}",3.098
BAC009S0073W0237,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0073W0237.wav,"{'uttid': 'BAC009S0073W0237', 'text': '一起竞网站停止访问', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0073W0237.wav', 'rtf': '0.0071'}",2.873
BAC009S0010W0152,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0010W0152.wav,"{'uttid': 'BAC009S0010W0152', 'text': '高周转模式遇阻之后', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0010W0152.wav', 'rtf': '0.0071'}",2.85
BAC009S0057W0288,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0057W0288.wav,"{'uttid': 'BAC009S0057W0288', 'text': '无论是在研发生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0057W0288.wav', 'rtf': '0.0071'}",2.739
BAC009S0236W0190,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0236W0190.wav,"{'uttid': 'BAC009S0236W0190', 'text': '四是推进信息系统建设', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0236W0190.wav', 'rtf': '0.0071'}",4.211
BAC009S0244W0201,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0201.wav,"{'uttid': 'BAC009S0244W0201', 'text': '基本解决了系统内部 JEAN', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0201.wav', 'rtf': '0.0071'}",3.069
BAC009S0514W0188,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0514W0188.wav,"{'uttid': 'BAC009S0514W0188', 'text': '由于庞大的资金压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0514W0188.wav', 'rtf': '0.0071'}",2.837
BAC009S0358W0336,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0358W0336.wav,"{'uttid': 'BAC009S0358W0336', 'text': '商派的数据更加全面', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0358W0336.wav', 'rtf': '0.0071'}",2.876
BAC009S0107W0308,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0107W0308.wav,"{'uttid': 'BAC009S0107W0308', 'text': '今后欧洲双品牌运作', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0107W0308.wav', 'rtf': '0.0071'}",2.916
BAC009S0011W0395,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0011W0395.wav,"{'uttid': 'BAC009S0011W0395', 'text': '顶住了压力惊险晋级', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0011W0395.wav', 'rtf': '0.0071'}",2.748
BAC009S0706W0188,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0188.wav,"{'uttid': 'BAC009S0706W0188', 'text': '深圳最低工资调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0188.wav', 'rtf': '0.0071'}",2.682
BAC009S0174W0270,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0270.wav,"{'uttid': 'BAC009S0174W0270', 'text': '通过能耗数据模型预测', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0270.wav', 'rtf': '0.0071'}",4.595
BAC009S0107W0126,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0107W0126.wav,"{'uttid': 'BAC009S0107W0126', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0107W0126.wav', 'rtf': '0.0071'}",3.022
BAC009S0072W0219,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0072W0219.wav,"{'uttid': 'BAC009S0072W0219', 'text': '调整了出口报关流程', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0072W0219.wav', 'rtf': '0.0071'}",2.96
BAC009S0138W0228,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0138W0228.wav,"{'uttid': 'BAC009S0138W0228', 'text': '要切实抓好农业生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0138W0228.wav', 'rtf': '0.0071'}",2.979
BAC009S0037W0244,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0244.wav,"{'uttid': 'BAC009S0037W0244', 'text': '如何运行如何分红', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0037W0244.wav', 'rtf': '0.0071'}",2.793
BAC009S0154W0130,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0130.wav,"{'uttid': 'BAC009S0154W0130', 'text': '长期处于低位运行区间', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0130.wav', 'rtf': '0.0071'}",3.5
BAC009S0208W0202,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0208W0202.wav,"{'uttid': 'BAC009S0208W0202', 'text': '合资券商的审批被暂停', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0208W0202.wav', 'rtf': '0.0071'}",3.251
BAC009S0052W0301,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0052W0301.wav,"{'uttid': 'BAC009S0052W0301', 'text': '模式上进行创新', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0052W0301.wav', 'rtf': '0.0071'}",2.832
BAC009S0016W0316,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0016W0316.wav,"{'uttid': 'BAC009S0016W0316', 'text': '所以设备对人的替代', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0016W0316.wav', 'rtf': '0.0071'}",3.364
BAC009S0130W0324,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0324.wav,"{'uttid': 'BAC009S0130W0324', 'text': '若平台没有备份数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0324.wav', 'rtf': '0.0071'}",2.625
BAC009S0084W0194,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0084W0194.wav,"{'uttid': 'BAC009S0084W0194', 'text': '支撑科技创新的调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0084W0194.wav', 'rtf': '0.0071'}",2.566
BAC009S0237W0274,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0237W0274.wav,"{'uttid': 'BAC009S0237W0274', 'text': '通过各式可穿戴设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0237W0274.wav', 'rtf': '0.0071'}",3.127
BAC009S0657W0285,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0285.wav,"{'uttid': 'BAC009S0657W0285', 'text': '必须是封闭的生态系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0285.wav', 'rtf': '0.0071'}",3.384
BAC009S0002W0228,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0002W0228.wav,"{'uttid': 'BAC009S0002W0228', 'text': '推动社会生产力发展', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0002W0228.wav', 'rtf': '0.0071'}",3.176
BAC009S0047W0148,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0047W0148.wav,"{'uttid': 'BAC009S0047W0148', 'text': '进而加重企业资金压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0047W0148.wav', 'rtf': '0.0071'}",3.442
BAC009S0181W0166,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0166.wav,"{'uttid': 'BAC009S0181W0166', 'text': '持续调整保障房政策', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0166.wav', 'rtf': '0.0071'}",3.223
BAC009S0092W0252,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0092W0252.wav,"{'uttid': 'BAC009S0092W0252', 'text': '该股东及其控制机构', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0092W0252.wav', 'rtf': '0.0071'}",3.057
BAC009S0061W0311,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0061W0311.wav,"{'uttid': 'BAC009S0061W0311', 'text': '很快将启动一批项目', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0061W0311.wav', 'rtf': '0.0071'}",2.994
BAC009S0134W0347,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0134W0347.wav,"{'uttid': 'BAC009S0134W0347', 'text': '能控制好的只有自己', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0134W0347.wav', 'rtf': '0.0071'}",3.165
BAC009S0655W0152,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0655W0152.wav,"{'uttid': 'BAC009S0655W0152', 'text': '通过降低首付款比例', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0655W0152.wav', 'rtf': '0.0071'}",3.991
BAC009S0045W0166,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0045W0166.wav,"{'uttid': 'BAC009S0045W0166', 'text': '加上地方经济增长压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0045W0166.wav', 'rtf': '0.0071'}",3.407
BAC009S0517W0271,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0517W0271.wav,"{'uttid': 'BAC009S0517W0271', 'text': '但在智能穿戴设备上', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0517W0271.wav', 'rtf': '0.0071'}",2.807
BAC009S0053W0159,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0053W0159.wav,"{'uttid': 'BAC009S0053W0159', 'text': '现在贷款门槛降低了', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0053W0159.wav', 'rtf': '0.0071'}",3.157
BAC009S0144W0322,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0144W0322.wav,"{'uttid': 'BAC009S0144W0322', 'text': '根据中怡康数据统计', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0144W0322.wav', 'rtf': '0.0071'}",2.413
BAC009S0027W0244,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0027W0244.wav,"{'uttid': 'BAC009S0027W0244', 'text': '监管当局设定了宽限期', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0027W0244.wav', 'rtf': '0.0071'}",3.697
BAC009S0115W0153,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0153.wav,"{'uttid': 'BAC009S0115W0153', 'text': '国家统计局的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0153.wav', 'rtf': '0.0071'}",3.337
BAC009S0599W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0220.wav,"{'uttid': 'BAC009S0599W0220', 'text': '根据各地的监测分析', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0599W0220.wav', 'rtf': '0.0071'}",2.944
BAC009S0125W0328,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0125W0328.wav,"{'uttid': 'BAC009S0125W0328', 'text': '没有软件就没有设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0125W0328.wav', 'rtf': '0.0071'}",2.547
BAC009S0096W0277,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0096W0277.wav,"{'uttid': 'BAC009S0096W0277', 'text': '微软将尽快推送给设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0096W0277.wav', 'rtf': '0.0071'}",3.994
BAC009S0238W0220,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0220.wav,"{'uttid': 'BAC009S0238W0220', 'text': '信息系统管理问题较多', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0238W0220.wav', 'rtf': '0.0071'}",3.249
BAC009S0722W0217,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0722W0217.wav,"{'uttid': 'BAC009S0722W0217', 'text': '艾滋病多久可以检测出', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0722W0217.wav', 'rtf': '0.0071'}",2.875
BAC009S0203W0311,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0203W0311.wav,"{'uttid': 'BAC009S0203W0311', 'text': '加上智能的控制平台', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0203W0311.wav', 'rtf': '0.0071'}",3.482
BAC009S0228W0203,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0203.wav,"{'uttid': 'BAC009S0228W0203', 'text': '速冻食品质量控制视频', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0203.wav', 'rtf': '0.0071'}",3.596
BAC009S0192W0215,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0192W0215.wav,"{'uttid': 'BAC009S0192W0215', 'text': '建立有效的监测体系', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0192W0215.wav', 'rtf': '0.0071'}",3.495
BAC009S0243W0214,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0214.wav,"{'uttid': 'BAC009S0243W0214', 'text': '应当纳入新基金法调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0243W0214.wav', 'rtf': '0.0071'}",3.437
BAC009S0064W0138,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0064W0138.wav,"{'uttid': 'BAC009S0064W0138', 'text': '进而加重企业资金压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0064W0138.wav', 'rtf': '0.0071'}",3.042
BAC009S0708W0323,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0708W0323.wav,"{'uttid': 'BAC009S0708W0323', 'text': 'NUMBER的键盘生产线上', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0708W0323.wav', 'rtf': '0.0071'}",3.182
BAC009S0719W0427,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0719W0427.wav,"{'uttid': 'BAC009S0719W0427', 'text': '因角色压力大为', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0719W0427.wav', 'rtf': '0.0071'}",3.011
BAC009S0009W0289,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0009W0289.wav,"{'uttid': 'BAC009S0009W0289', 'text': '拥有自己的操作系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0009W0289.wav', 'rtf': '0.0071'}",2.797
BAC009S0003W0422,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0003W0422.wav,"{'uttid': 'BAC009S0003W0422', 'text': '生产前将专心养胎', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0003W0422.wav', 'rtf': '0.0071'}",3.538
BAC009S0596W0441,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0596W0441.wav,"{'uttid': 'BAC009S0596W0441', 'text': '这次检测结果仍为合格', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0596W0441.wav', 'rtf': '0.0071'}",3.539
BAC009S0063W0184,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0063W0184.wav,"{'uttid': 'BAC009S0063W0184', 'text': '不少房企迫于资金压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0063W0184.wav', 'rtf': '0.0071'}",3.183
BAC009S0718W0331,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0718W0331.wav,"{'uttid': 'BAC009S0718W0331', 'text': '采用互联网模式销售', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0718W0331.wav', 'rtf': '0.0071'}",2.935
BAC009S0185W0233,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0185W0233.wav,"{'uttid': 'BAC009S0185W0233', 'text': '暂停保代人的保荐项目', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0185W0233.wav', 'rtf': '0.0071'}",3.292
BAC009S0200W0167,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0200W0167.wav,"{'uttid': 'BAC009S0200W0167', 'text': '模式自然也就多种多样', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0200W0167.wav', 'rtf': '0.0071'}",3.389
BAC009S0521W0384,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0521W0384.wav,"{'uttid': 'BAC009S0521W0384', 'text': '一直持续 CHOOSE营改造维护', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0521W0384.wav', 'rtf': '0.0071'}",3.509
BAC009S0701W0166,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0701W0166.wav,"{'uttid': 'BAC009S0701W0166', 'text': '部分城市去化压力尚存', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0701W0166.wav', 'rtf': '0.0071'}",3.601
BAC009S0217W0236,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0236.wav,"{'uttid': 'BAC009S0217W0236', 'text': '并向社会公布监测结果', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0236.wav', 'rtf': '0.0071'}",3.482
BAC009S0051W0166,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0051W0166.wav,"{'uttid': 'BAC009S0051W0166', 'text': '二月房价数据继续走低', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0051W0166.wav', 'rtf': '0.0071'}",3.423
BAC009S0152W0446,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0152W0446.wav,"{'uttid': 'BAC009S0152W0446', 'text': '是一个总分模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0152W0446.wav', 'rtf': '0.0071'}",2.363
BAC009S0036W0404,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0404.wav,"{'uttid': 'BAC009S0036W0404', 'text': '该片始终没有启动', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0036W0404.wav', 'rtf': '0.0071'}",2.5
BAC009S0081W0422,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0081W0422.wav,"{'uttid': 'BAC009S0081W0422', 'text': '计划调整薪水', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0081W0422.wav', 'rtf': '0.0071'}",2.453
BAC009S0228W0190,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0190.wav,"{'uttid': 'BAC009S0228W0190', 'text': '但实际操作做不到', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0228W0190.wav', 'rtf': '0.0071'}",3.26
BAC009S0350W0217,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0217.wav,"{'uttid': 'BAC009S0350W0217', 'text': '而监测数据自说自话', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0217.wav', 'rtf': '0.0071'}",3.879
BAC009S0225W0221,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0225W0221.wav,"{'uttid': 'BAC009S0225W0221', 'text': '披露离职数据及进展', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0225W0221.wav', 'rtf': '0.0071'}",3.515
BAC009S0706W0282,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0282.wav,"{'uttid': 'BAC009S0706W0282', 'text': '但是我们依然没有停止', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0706W0282.wav', 'rtf': '0.0071'}",2.992
BAC009S0341W0427,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0341W0427.wav,"{'uttid': 'BAC009S0341W0427', 'text': '虽然只是来医院检查', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0341W0427.wav', 'rtf': '0.0071'}",2.744
BAC009S0021W0470,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0021W0470.wav,"{'uttid': 'BAC009S0021W0470', 'text': '一定要到医院进行检查', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0021W0470.wav', 'rtf': '0.0071'}",2.8
BAC009S0206W0186,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0206W0186.wav,"{'uttid': 'BAC009S0206W0186', 'text': '要求控制房价涨幅水平', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0206W0186.wav', 'rtf': '0.0071'}",3.527
BAC009S0718W0209,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0718W0209.wav,"{'uttid': 'BAC009S0718W0209', 'text': '食品生产企业硬件要求', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0718W0209.wav', 'rtf': '0.0071'}",3.534
BAC009S0344W0438,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0344W0438.wav,"{'uttid': 'BAC009S0344W0438', 'text': '面对交警执法检查时', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0344W0438.wav', 'rtf': '0.0071'}",3.12
BAC009S0354W0279,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0354W0279.wav,"{'uttid': 'BAC009S0354W0279', 'text': '除了上述两种模式外', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0354W0279.wav', 'rtf': '0.0071'}",3.111
BAC009S0015W0228,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0015W0228.wav,"{'uttid': 'BAC009S0015W0228', 'text': '国家将实行总量控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0015W0228.wav', 'rtf': '0.0071'}",3.167
BAC009S0115W0401,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0401.wav,"{'uttid': 'BAC009S0115W0401', 'text': '需要不同的运作机制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0115W0401.wav', 'rtf': '0.0071'}",3.249
BAC009S0154W0316,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0316.wav,"{'uttid': 'BAC009S0154W0316', 'text': '比如电动机和电池系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0316.wav', 'rtf': '0.0071'}",3.328
BAC009S0139W0448,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0139W0448.wav,"{'uttid': 'BAC009S0139W0448', 'text': '就可以操作机械设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0139W0448.wav', 'rtf': '0.0071'}",2.981
BAC009S0168W0255,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0168W0255.wav,"{'uttid': 'BAC009S0168W0255', 'text': '这个操作系统具有风险', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0168W0255.wav', 'rtf': '0.0071'}",2.976
BAC009S0708W0287,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0708W0287.wav,"{'uttid': 'BAC009S0708W0287', 'text': '车轮配备了单独的电机', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0708W0287.wav', 'rtf': '0.0071'}",2.962
BAC009S0098W0238,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0098W0238.wav,"{'uttid': 'BAC009S0098W0238', 'text': '要责令其立即停止生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0098W0238.wav', 'rtf': '0.0071'}",3.494
BAC009S0130W0244,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0244.wav,"{'uttid': 'BAC009S0130W0244', 'text': '夯实合规运作基础', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0244.wav', 'rtf': '0.0071'}",2.856
